PM2.5,PM10,NO2,SO2,CO,O3,NH3,Temperature,Humidity,WindSpeed,AQI
66.22,99.04,77.87,3.48,2.33,65.36,11.02,24.77,53.4,10.05,305
182.76,274.38,15.61,29.51,0.85,22.88,28.32,29.02,60.34,3.23,468
113.56,175.74,25.57,11.18,0.81,6.81,25.8,27.47,34.29,9.54,306
6.38,11.67,82.26,28.5,2.37,27.24,44.15,21.59,62.01,0.74,193
17.07,32.32,69.23,17.53,0.15,22.98,3.47,8.57,46.06,3.81,130
136.71,179.89,39.05,10.93,0.38,13.95,27.36,31.06,57.74,2.87,375
100.5,152.53,64.88,15.42,2.01,39.9,5.14,48.0,27.49,2.38,337
245.18,413.83,21.71,31.83,2.19,137.29,13.23,30.57,25.4,3.25,500
45.74,73.12,7.41,12.75,0.52,40.86,14.96,22.4,27.93,1.61,167
32.54,68.19,56.31,9.87,1.99,120.61,17.88,29.64,63.64,1.97,218
68.82,138.25,24.95,1.36,1.94,155.45,22.14,30.7,62.06,2.27,320
45.05,83.94,5.71,16.93,1.27,21.51,25.03,28.61,93.04,3.52,135
128.57,206.25,16.09,11.25,1.09,24.98,7.79,25.08,77.94,1.03,370
43.85,84.66,21.02,35.4,0.73,68.92,8.23,29.71,41.17,2.69,178
53.26,109.68,23.03,3.4,0.67,33.43,37.39,27.34,72.13,0.43,239
28.82,52.89,13.98,17.35,0.21,17.04,23.22,40.51,59.44,0.1,116
108.63,217.91,10.55,2.35,0.66,39.48,3.53,24.58,15.27,0.78,299
30.41,60.04,4.97,9.19,1.25,58.66,46.31,26.96,59.28,2.01,133
87.16,158.17,4.77,33.52,0.28,69.61,73.66,20.6,55.17,1.25,277
202.45,320.06,24.54,33.05,1.62,53.9,19.23,27.41,53.78,2.53,500
11.85,23.36,30.85,16.72,0.85,46.79,2.44,32.02,55.65,4.46,106
166.16,246.94,10.32,16.9,1.05,34.28,26.64,25.83,57.18,6.43,435
79.66,159.44,63.89,23.4,1.61,19.92,45.08,34.03,36.93,3.11,318
24.94,50.48,18.25,11.28,0.7,91.9,1.7,33.57,74.46,0.84,116
70.71,144.23,23.09,10.21,1.24,27.36,11.29,31.6,20.85,1.24,250
106.55,183.86,22.01,3.5,1.43,34.13,11.8,35.15,48.33,5.05,310
34.35,50.61,4.0,12.95,1.48,65.05,28.81,28.35,72.35,9.17,136
90.57,125.87,50.06,3.89,1.47,20.63,5.79,23.17,67.6,4.08,293
174.97,344.52,38.45,8.57,0.41,116.72,17.49,30.12,59.79,5.5,500
43.81,91.9,65.3,24.59,0.54,38.73,37.08,17.49,33.1,0.43,217
28.52,53.78,62.46,15.87,1.6,21.71,14.88,22.14,53.92,2.76,177
59.5,85.07,35.1,5.86,0.55,49.44,23.97,29.2,68.32,1.02,170
68.03,145.69,40.38,8.15,1.11,58.77,11.82,16.06,51.65,3.13,262
132.87,291.01,9.67,13.51,1.32,30.46,37.7,25.64,44.36,9.43,410
58.07,98.13,18.35,18.82,0.31,36.55,39.75,46.78,56.72,2.7,193
46.97,86.21,21.89,5.17,0.45,44.35,61.37,32.81,42.85,0.41,195
27.9,55.79,16.36,30.23,1.45,37.37,19.26,25.67,66.75,1.46,166
13.85,27.18,61.47,12.25,1.71,10.18,82.99,21.96,46.14,3.32,158
21.03,45.65,28.63,5.06,1.46,15.27,38.74,30.11,63.44,3.17,137
20.91,29.35,12.92,6.36,0.21,38.8,43.05,21.59,42.85,8.94,75
53.69,97.86,58.8,29.24,0.3,18.21,13.2,38.11,53.15,0.45,186
16.59,31.9,29.34,19.25,0.85,80.34,2.22,19.4,47.27,0.93,126
62.77,131.89,48.63,25.31,0.27,127.61,9.94,24.24,49.58,2.6,268
199.63,416.57,9.49,16.25,0.55,56.69,33.6,25.55,59.55,2.43,500
135.37,295.13,31.04,5.31,3.9,9.04,12.52,34.16,78.32,1.54,447
53.3,93.86,12.4,29.83,2.29,2.93,19.03,29.89,62.14,2.34,174
281.82,577.07,29.82,4.65,0.5,24.18,5.68,18.14,66.92,0.66,500
68.21,114.9,38.54,13.15,0.23,49.54,39.79,15.6,43.46,0.37,259
75.27,126.46,8.64,3.35,1.31,64.29,24.5,30.78,38.53,1.4,216
58.67,89.65,24.28,8.47,0.66,8.71,20.17,14.72,22.38,4.65,204
63.78,129.88,9.43,9.05,1.6,37.07,3.92,25.52,69.13,1.27,214
42.64,93.26,50.42,4.41,0.95,12.36,27.15,25.22,65.98,2.29,203
53.88,82.48,26.19,6.12,4.21,4.18,16.0,24.61,34.9,1.8,194
166.87,225.36,12.89,14.79,1.19,43.64,35.23,29.57,40.79,3.96,479
144.87,294.67,15.9,7.71,1.35,40.16,13.94,40.36,95.49,1.08,430
7.88,14.65,17.9,76.29,2.87,51.16,3.57,25.88,86.53,2.16,128
18.49,40.02,64.65,20.08,0.21,38.27,34.84,25.47,57.75,3.1,140
34.75,53.06,23.63,21.36,2.09,6.1,8.85,17.62,38.21,4.87,142
121.07,165.13,44.66,25.66,2.16,49.11,32.77,27.63,39.63,4.3,399
146.95,256.17,24.51,16.9,1.15,27.51,11.73,23.66,60.21,2.45,398
106.28,146.33,9.69,6.58,1.09,24.48,39.68,28.84,55.09,0.91,284
24.85,38.16,15.77,21.18,0.72,30.59,7.11,29.45,82.05,2.8,122
43.32,61.23,32.1,9.57,0.27,3.73,9.98,28.53,64.21,1.03,135
91.64,137.62,4.05,3.7,0.75,61.19,11.93,16.09,100.0,3.22,231
54.5,76.06,36.1,18.06,0.44,34.48,79.7,26.13,17.07,1.47,193
49.0,105.76,14.06,16.55,0.54,78.02,13.83,25.27,51.63,0.12,218
49.55,76.83,28.44,21.5,1.2,60.44,6.56,22.19,83.08,2.42,197
137.93,234.41,16.32,11.23,0.63,24.14,5.81,25.7,37.2,8.16,385
98.0,206.65,41.11,23.53,1.49,102.75,37.33,29.13,81.21,0.96,363
51.62,98.57,25.86,4.77,1.08,79.61,19.18,24.94,87.34,3.3,224
82.2,152.59,40.05,2.34,0.93,21.35,13.13,31.84,58.43,0.91,283
21.91,42.4,4.99,13.15,0.44,32.42,13.96,26.65,82.86,2.32,84
43.39,88.77,21.62,7.77,0.95,60.18,25.71,30.2,70.52,2.76,196
129.43,270.49,13.83,5.7,1.85,18.86,14.97,20.54,22.22,4.25,383
15.59,29.28,35.38,9.99,0.31,23.6,7.89,32.25,62.63,2.44,106
98.81,207.6,50.01,19.04,0.44,6.69,11.45,32.02,60.56,4.8,329
7.78,13.87,48.78,1.0,1.13,9.73,32.61,22.48,10.25,5.59,85
184.66,286.15,66.98,8.77,0.19,13.4,19.57,30.55,52.95,2.06,500
42.59,89.09,50.85,36.26,1.03,35.55,11.65,33.73,49.98,3.78,206
86.34,154.32,21.46,3.21,0.31,66.03,9.47,26.08,77.57,2.35,251
70.95,150.09,11.19,7.3,1.5,20.07,17.04,13.37,53.55,2.36,227
72.79,97.25,5.39,28.76,1.13,58.11,6.56,34.57,64.92,6.17,207
81.19,134.59,10.76,10.62,3.66,19.49,8.65,27.21,29.32,1.5,293
12.93,27.84,4.48,14.49,0.85,48.13,43.85,26.05,37.1,1.48,86
73.85,112.6,7.67,8.95,1.41,28.69,34.71,26.03,61.87,4.56,230
56.92,122.24,30.33,30.5,0.62,10.8,37.17,28.29,58.92,0.55,223
42.77,92.32,4.98,6.86,0.82,61.03,12.08,21.77,47.16,4.87,163
34.74,72.73,33.25,12.8,0.2,61.25,44.7,45.69,52.24,5.66,159
75.15,135.82,15.84,21.9,0.48,3.1,26.66,26.57,77.2,0.97,263
28.83,54.26,26.72,5.87,1.1,41.81,18.64,37.96,35.11,2.96,112
127.94,266.45,27.24,2.93,1.11,45.24,12.27,29.08,45.9,1.45,413
90.64,181.12,67.17,1.04,1.37,38.42,5.09,26.26,90.08,1.07,344
78.36,146.3,27.99,19.0,1.43,24.61,12.99,23.05,49.38,1.44,260
124.49,271.89,8.02,4.29,0.33,13.46,14.55,27.59,51.62,1.45,384
,20.94,11.74,16.61,2.62,35.76,17.02,27.56,45.51,2.04,91
21.26,46.3,27.19,15.95,0.31,2.82,10.58,6.39,78.25,2.81,68
93.35,126.17,20.69,3.98,1.42,15.26,5.59,19.91,69.16,0.19,263
36.41,51.89,28.14,13.7,2.15,44.15,10.23,26.69,99.92,2.14,155
40.24,68.66,33.69,45.37,0.44,67.39,86.16,27.06,49.06,1.14,197
18.51,30.48,12.15,19.74,0.45,87.12,6.87,12.24,66.78,1.74,131
28.9,57.92,34.41,69.97,0.66,11.84,22.27,26.22,60.52,2.78,145
129.78,187.47,37.24,7.7,1.95,18.3,35.52,34.49,77.78,2.04,400
91.88,200.15,28.47,14.28,0.52,52.42,24.73,28.58,25.16,5.12,355
74.58,118.1,80.83,5.53,1.46,61.93,7.65,29.48,31.46,3.62,346
41.49,69.96,5.57,36.41,0.7,102.47,25.42,35.85,20.72,2.66,219
71.34,110.39,74.31,9.48,0.98,51.39,38.23,37.53,61.97,6.98,277
137.14,249.79,19.21,3.89,1.77,41.5,16.38,24.1,53.91,10.38,416
,50.25,13.71,14.16,0.92,39.16,10.69,38.77,48.83,1.96,122
63.67,91.35,35.32,7.29,0.94,14.3,4.35,17.09,59.67,1.14,227
191.86,378.2,15.9,16.3,0.21,6.58,7.75,24.27,60.8,3.35,500
105.36,154.65,47.78,10.92,0.82,50.92,36.77,39.74,60.15,6.23,323
41.96,63.44,18.77,20.02,1.41,47.98,19.37,30.81,67.9,4.47,191
99.81,200.98,52.33,1.3,1.1,6.36,24.25,20.86,54.05,4.3,355
15.34,21.23,10.31,12.2,2.52,15.12,4.39,21.65,42.25,1.83,111
61.84,104.74,31.7,5.41,1.62,107.94,15.7,29.35,52.84,3.74,247
99.73,131.73,12.85,25.94,1.26,9.12,11.57,24.42,62.87,4.38,257
85.25,137.44,32.57,34.09,1.6,7.65,19.24,36.65,64.19,5.72,286
99.1,191.17,6.8,6.95,1.46,10.09,52.59,13.8,40.87,0.89,332
,157.27,7.38,16.55,0.3,44.39,24.08,40.1,46.46,5.18,318
89.84,188.62,18.63,5.0,2.08,46.04,23.27,29.72,44.34,1.95,314
88.11,186.66,53.94,15.37,0.7,82.43,29.92,16.74,,5.19,359
75.78,105.67,5.82,5.26,1.56,51.61,2.86,31.54,44.52,1.9,207
26.07,57.15,60.71,16.02,0.3,20.91,4.55,16.44,66.73,3.53,154
129.74,203.41,32.61,17.86,3.49,4.58,21.11,17.7,44.31,0.61,410
63.46,87.3,51.12,38.75,1.05,33.04,6.63,25.05,26.33,1.9,227
103.64,135.21,25.87,2.92,0.34,105.33,8.76,37.24,86.14,2.42,311
121.26,202.22,28.68,17.04,1.19,20.5,18.75,20.7,43.03,5.91,352
43.63,81.46,21.12,1.74,1.79,52.08,28.35,34.61,64.03,5.53,152
46.68,74.64,19.33,11.05,2.48,23.0,6.84,40.77,46.18,1.36,198
51.64,106.01,41.89,10.64,1.3,48.48,38.45,29.68,48.43,1.03,212
145.66,283.3,10.34,10.52,1.31,39.47,43.63,33.19,54.14,5.53,441
31.21,50.41,25.45,2.62,1.48,47.79,22.02,18.91,69.73,2.49,165
161.83,317.33,5.7,11.5,0.64,20.38,13.33,29.16,29.07,1.0,432
75.19,161.39,7.75,11.24,0.84,19.45,18.85,35.78,99.08,3.05,272
78.95,109.25,23.58,1.03,2.02,13.09,36.58,30.76,54.06,2.48,227
117.78,185.56,14.91,1.56,1.07,29.19,17.18,23.79,70.69,11.8,319
69.35,119.07,21.56,13.59,1.65,47.38,19.85,29.84,44.08,1.88,260
130.68,228.45,11.87,24.53,0.42,39.94,42.48,24.94,66.62,1.53,384
43.59,77.93,38.72,13.05,0.54,26.72,4.67,36.62,49.6,5.24,164
158.56,249.02,8.28,14.38,0.94,49.27,7.11,20.16,56.25,3.02,461
46.26,87.92,75.85,6.18,2.81,52.76,3.89,26.8,76.2,2.56,256
162.39,305.39,58.79,10.46,1.84,61.23,15.25,39.33,20.87,0.38,500
47.23,85.96,35.44,2.8,0.75,23.9,16.94,24.14,50.22,2.23,176
52.76,74.0,7.16,17.3,1.51,25.6,33.79,34.43,36.33,1.25,179
28.12,48.63,21.59,4.92,0.62,80.23,27.83,28.56,75.52,3.62,108
35.07,56.83,36.95,3.08,1.28,72.03,20.05,34.88,52.35,0.93,167
63.69,110.94,49.25,11.51,2.31,58.95,31.88,26.57,84.82,2.7,294
77.19,164.38,49.06,25.98,1.47,9.54,23.49,23.02,99.11,0.61,276
124.61,215.89,42.54,13.09,0.42,30.96,45.47,22.97,28.46,1.68,404
55.63,73.01,2.97,25.91,1.11,67.83,15.06,32.44,,2.35,189
85.38,144.71,10.73,7.65,0.48,61.21,39.52,24.14,30.81,1.42,250
73.62,150.08,43.36,14.22,1.28,38.68,1.36,39.42,59.55,4.69,238
91.82,183.84,15.75,9.41,0.22,37.06,10.29,31.77,70.18,2.73,302
39.34,69.31,31.28,18.92,1.7,16.51,4.41,24.68,5.0,2.18,185
43.09,65.7,79.19,15.83,0.73,13.87,19.82,38.44,71.9,1.44,174
39.35,67.62,15.13,5.63,1.85,17.91,33.13,26.1,88.27,2.68,147
140.28,253.53,51.6,40.08,0.6,17.14,12.69,13.77,62.15,4.86,462
159.52,350.93,32.52,3.28,0.26,27.48,19.82,24.53,14.72,2.81,500
41.66,78.32,103.01,12.68,1.99,63.62,25.5,17.76,67.38,0.93,287
42.32,81.47,32.59,4.98,1.33,11.03,10.54,29.46,45.04,1.89,163
100.51,175.13,15.93,11.23,1.1,11.56,16.7,21.62,39.83,1.13,306
170.79,276.51,25.53,4.64,1.8,32.29,25.55,33.04,64.96,1.88,491
194.33,394.82,10.17,11.16,1.51,81.79,26.37,24.93,77.84,7.19,500
40.19,70.15,41.37,13.74,1.39,18.08,5.98,46.56,38.58,1.41,195
48.49,106.45,18.33,18.73,1.16,30.28,21.34,29.54,61.89,5.69,198
79.98,136.88,25.5,1.84,2.25,47.74,14.26,30.52,91.78,3.89,313
82.67,112.53,54.43,7.4,0.98,27.9,23.11,31.23,59.08,1.58,310
57.23,109.56,9.19,20.88,0.15,42.29,27.99,29.05,17.61,5.24,185
34.11,45.78,49.36,15.2,1.35,55.93,3.21,35.89,83.14,1.67,156
63.76,97.27,6.41,54.47,0.1,56.36,14.19,29.43,57.32,3.51,200
194.2,314.29,23.13,7.19,1.08,14.63,21.94,29.42,58.32,0.21,500
43.58,85.65,35.58,40.8,2.43,32.9,24.15,29.83,78.54,2.98,195
76.63,133.7,43.36,20.21,1.35,13.89,45.35,35.4,72.29,4.73,268
275.97,365.88,9.94,28.98,1.11,49.11,10.0,23.63,56.48,2.32,500
43.09,79.95,79.98,5.49,1.19,83.67,20.7,12.2,74.97,6.89,280
103.67,173.15,35.97,15.39,0.26,31.98,38.63,29.25,70.44,4.7,315
199.4,424.66,43.76,13.48,1.27,54.03,21.09,31.5,35.95,4.38,500
97.84,171.19,36.14,7.78,0.48,36.2,22.8,20.09,,1.39,311
133.98,259.67,10.34,25.76,0.59,34.52,26.5,19.46,91.23,6.49,390
112.95,169.08,13.98,10.86,1.01,8.22,21.48,20.75,31.63,0.54,323
92.72,184.03,59.23,19.82,2.15,76.64,9.35,16.41,86.97,4.59,366
156.22,304.45,60.53,3.01,0.88,48.53,9.7,30.99,72.74,7.25,500
101.52,214.59,3.75,13.82,0.36,33.72,49.09,35.15,46.73,2.98,290
57.66,76.72,41.04,21.76,1.13,42.42,12.19,19.73,43.44,5.19,210
72.6,123.63,22.81,6.62,1.03,29.86,9.86,30.6,36.56,2.94,254
84.6,161.68,34.39,10.32,1.54,22.85,37.42,28.45,66.49,1.7,288
48.27,66.89,28.98,11.15,2.52,69.38,19.89,22.91,68.31,1.87,207
74.9,125.06,28.64,11.13,0.79,23.47,20.74,34.73,33.35,1.31,250
67.58,145.16,12.39,4.44,0.52,45.13,25.8,43.94,36.2,2.73,218
101.32,171.46,50.19,22.12,1.63,12.11,19.2,17.98,75.53,0.61,322
232.98,509.49,15.83,8.63,0.59,38.17,46.13,28.31,78.64,1.48,500
78.0,105.39,22.43,18.36,1.23,106.35,21.72,26.73,62.22,1.74,283
173.52,337.68,12.66,12.66,1.23,14.56,28.68,27.64,48.91,2.6,500
98.93,180.34,25.49,5.02,0.64,25.52,6.28,24.97,36.15,5.45,324
74.67,130.71,8.39,14.96,2.12,42.08,12.87,31.49,46.04,5.14,254
46.23,100.48,16.5,6.43,1.52,31.08,19.12,28.2,59.86,1.66,195
75.06,106.34,50.01,8.41,1.15,12.89,42.26,17.42,49.43,6.05,267
71.9,151.45,9.73,2.01,0.48,51.07,3.92,26.68,34.4,3.18,250
37.25,71.59,40.74,21.75,0.15,150.37,19.98,29.1,54.65,4.49,187
42.09,64.52,7.68,2.84,3.03,14.65,5.07,36.02,52.07,3.37,151
85.08,179.65,14.99,22.06,0.48,68.53,4.85,24.24,85.98,1.65,309
172.43,290.78,15.19,10.72,0.48,57.94,17.41,28.19,39.04,4.16,485
62.24,126.52,46.9,12.88,0.72,6.94,22.49,20.92,52.57,1.28,219
17.67,29.16,60.92,7.59,0.7,,7.86,36.88,37.76,0.44,125
6.51,13.44,19.54,3.01,1.07,73.12,32.77,27.85,50.59,1.48,84
27.66,51.8,8.34,27.28,0.45,10.78,5.13,38.69,47.76,0.61,79
105.4,150.4,17.13,5.5,0.12,19.71,40.18,25.75,63.02,2.69,316
,40.04,18.27,32.6,3.24,45.06,7.09,26.0,44.07,1.93,126
116.56,171.61,16.66,38.94,0.62,34.06,11.2,28.48,62.51,2.56,362
101.62,169.78,22.82,17.67,1.13,65.52,13.83,31.01,74.04,1.97,355
60.7,88.22,12.66,9.9,3.84,15.33,6.12,38.13,43.86,0.2,201
37.52,49.52,8.79,3.26,0.22,30.5,12.04,37.34,47.85,2.55,127
54.46,81.19,4.27,19.98,2.44,62.45,20.35,21.54,31.74,3.33,215
83.66,149.14,45.48,27.56,0.94,29.57,32.85,25.08,57.95,2.06,301
21.9,37.96,28.8,11.77,0.73,37.15,8.53,9.72,59.13,2.29,138
161.55,282.92,38.17,11.51,1.98,7.58,24.36,19.51,30.79,2.96,499
83.13,126.6,34.66,16.26,1.93,10.6,16.47,27.03,65.69,4.65,281
89.7,171.92,24.05,6.16,2.29,49.29,12.38,40.36,45.38,4.9,340
101.14,195.59,22.78,1.99,0.79,58.8,14.02,16.37,31.92,2.29,338
151.73,246.13,78.79,14.33,2.11,50.67,45.34,35.66,59.99,4.68,500
75.19,157.37,16.84,2.49,2.4,60.94,3.37,25.8,55.39,2.16,254
105.44,198.19,25.94,10.33,0.51,35.91,23.37,32.12,64.39,5.69,330
38.03,73.85,18.09,6.62,1.26,80.1,7.22,25.88,39.18,2.73,139
194.83,301.92,10.93,8.33,1.96,19.68,5.49,30.35,40.26,1.4,500
71.65,93.19,101.41,8.98,0.5,4.44,15.67,21.52,58.47,2.32,271
37.88,78.74,36.96,16.74,1.72,25.52,28.32,14.3,33.86,0.98,177
46.24,94.33,14.76,7.22,0.9,79.88,14.41,30.47,79.78,0.72,203
10.23,14.43,12.22,12.35,1.25,41.19,13.71,35.32,92.04,4.0,72
46.0,75.29,40.67,4.06,1.35,23.89,18.74,29.6,8.18,3.67,211
4.46,8.45,52.66,5.19,0.73,38.19,11.2,37.1,74.22,1.17,75
110.57,208.64,9.61,17.57,1.14,46.17,5.48,19.75,34.11,1.26,335
87.86,182.26,22.06,7.26,0.43,26.82,16.56,32.26,66.24,2.97,295
29.14,41.57,25.85,4.38,1.25,49.42,11.22,24.97,46.09,1.94,174
63.08,106.41,25.99,12.37,2.14,85.89,5.82,41.21,65.73,2.27,251
65.16,90.41,29.89,10.57,1.25,81.58,18.14,17.1,47.53,5.14,214
24.12,39.82,20.38,30.02,0.49,63.46,11.53,28.72,53.93,5.28,86
55.33,72.68,23.41,15.7,0.77,96.25,18.92,23.24,18.58,2.29,222
66.63,140.48,24.42,4.48,1.36,12.82,4.97,20.0,100.0,0.84,218
54.21,96.19,9.1,2.18,3.0,44.79,20.44,35.95,30.72,3.85,210
37.85,78.15,77.57,10.62,0.39,127.37,34.25,15.71,47.51,1.64,212
28.19,38.16,42.37,21.41,1.51,20.52,26.65,22.79,74.52,2.49,183
52.79,79.44,50.73,10.5,1.1,29.51,13.96,25.54,96.88,0.65,179
41.65,63.87,30.78,10.88,0.91,96.95,19.64,23.78,89.73,2.55,147
96.72,159.39,103.43,3.11,0.95,64.87,11.04,29.83,12.88,7.68,386
157.69,318.95,2.0,6.43,0.27,13.89,13.74,25.86,73.35,6.39,412
120.27,198.2,26.61,1.5,1.04,93.89,10.56,23.59,62.66,2.39,388
68.23,101.26,11.88,16.08,2.26,58.02,37.43,33.81,69.62,0.88,244
39.02,53.01,28.21,13.77,0.74,70.38,15.03,26.38,40.39,1.99,123
118.17,162.08,67.38,11.54,3.44,32.29,62.42,30.62,66.61,0.31,437
100.66,199.71,40.03,5.13,0.14,46.69,39.53,16.5,69.99,2.6,332
150.75,256.32,24.6,3.9,0.49,12.73,15.07,22.72,61.21,7.26,409
75.25,147.0,72.08,13.74,3.04,28.2,30.91,24.47,80.26,0.63,333
188.47,360.74,47.5,13.39,0.86,78.47,26.9,36.2,46.67,8.53,500
75.26,107.01,37.12,19.0,2.9,23.61,17.01,32.08,67.77,6.91,261
38.87,55.53,36.41,13.33,1.21,21.15,4.88,12.92,45.06,4.01,135
44.82,88.73,45.58,17.84,1.64,47.83,9.19,30.77,61.26,1.66,204
93.66,182.56,15.82,13.53,0.95,37.36,16.05,40.63,44.98,1.59,281
41.56,68.17,14.18,24.39,1.45,26.45,4.96,31.25,58.31,3.47,149
187.65,257.02,10.85,7.86,1.74,24.32,19.91,19.63,75.8,2.35,500
88.5,116.01,16.41,13.41,2.37,31.0,19.83,25.46,57.62,3.33,250
67.17,104.74,69.1,17.04,1.65,4.49,18.79,30.53,31.46,4.89,256
71.24,93.21,22.07,11.23,1.4,17.32,8.89,21.24,45.89,2.47,215
53.78,81.05,70.07,1.0,2.9,59.35,6.87,28.3,72.82,1.15,247
13.62,22.84,15.43,16.31,0.4,45.55,21.66,36.21,64.2,0.36,73
44.84,63.2,54.1,6.31,0.16,35.9,44.82,30.78,67.85,0.47,190
173.2,241.42,61.11,4.69,0.48,15.5,1.0,23.25,20.08,2.38,493
76.66,161.52,28.6,3.38,2.59,40.08,22.48,37.35,32.99,3.22,330
129.29,236.19,21.8,19.43,0.61,43.99,13.86,19.42,87.11,0.26,407
131.68,281.93,13.29,11.8,0.63,24.33,24.62,29.38,86.29,2.59,380
63.51,102.33,49.72,3.72,1.51,7.92,36.31,15.87,66.87,4.21,245
101.75,194.29,21.18,4.28,1.28,42.55,21.0,18.82,76.53,4.81,308
15.23,22.6,19.13,10.77,0.23,21.27,22.53,21.98,19.53,3.77,78
164.43,305.26,33.31,3.74,1.05,34.39,55.0,31.51,,1.65,498
156.04,221.05,40.13,11.89,1.64,26.07,18.99,29.81,9.32,0.93,440
91.92,119.67,12.7,22.06,0.76,10.27,19.61,25.85,80.66,7.7,269
78.61,168.09,33.22,25.11,0.36,8.34,15.38,34.27,,7.25,260
64.12,115.38,61.3,19.51,0.5,52.84,48.25,27.31,36.75,2.22,299
138.99,296.63,10.68,31.48,0.61,36.48,5.73,33.26,50.42,3.52,423
109.62,175.44,50.45,12.48,0.37,71.49,15.76,35.78,74.91,1.82,376
49.49,78.94,50.16,42.62,1.49,67.91,26.02,22.03,45.67,5.63,247
25.09,41.66,53.14,36.98,1.64,14.34,7.82,22.41,29.77,3.12,178
20.92,40.49,41.34,13.04,1.79,19.58,8.94,16.02,98.31,0.75,128
138.05,249.76,39.83,7.75,1.61,31.26,19.02,26.7,75.19,4.82,447
63.12,134.61,49.3,8.4,2.03,6.62,58.27,37.08,65.82,6.82,274
90.9,120.26,33.18,1.74,0.97,21.27,25.42,29.94,62.09,4.88,252
69.08,133.83,18.02,7.82,0.41,89.53,29.6,29.61,67.21,7.78,230
21.18,33.83,17.69,2.65,1.2,64.66,29.44,34.04,52.63,1.48,123
15.59,22.79,23.96,21.06,0.62,56.78,2.14,37.99,51.49,0.88,107
46.93,82.56,43.32,2.17,1.6,94.16,14.24,30.62,56.53,12.16,202
50.04,87.8,24.5,15.96,0.73,2.61,14.18,31.91,74.58,2.61,183
50.01,71.19,21.58,7.65,1.99,57.62,28.44,26.78,52.68,2.67,181
51.13,75.76,52.82,20.8,0.32,57.72,14.43,29.68,61.71,7.2,220
223.46,372.58,29.24,8.55,1.15,39.33,37.47,33.88,61.21,0.53,500
128.02,213.53,7.89,16.57,1.41,10.69,16.45,23.41,53.53,1.94,350
77.43,122.79,10.86,15.75,0.49,121.23,4.29,26.78,48.45,3.54,257
61.97,88.84,9.69,7.43,1.59,66.96,16.93,22.75,54.68,2.22,204
63.57,82.89,24.98,13.48,0.89,89.67,1.92,31.78,89.09,0.34,210
107.0,232.54,11.25,17.06,0.23,53.2,29.65,26.15,61.82,7.35,357
61.55,132.28,21.78,20.87,1.07,17.29,23.38,29.68,96.86,0.53,242
119.68,207.67,16.83,1.23,0.38,14.0,40.1,13.25,66.78,0.85,324
83.34,182.98,6.51,2.58,1.99,72.07,32.8,16.65,24.13,8.53,284
224.72,428.38,10.64,18.01,0.63,19.01,13.63,32.92,56.74,0.74,500
58.88,80.2,71.88,7.28,0.83,37.98,26.76,21.17,36.22,1.52,229
133.94,188.32,19.64,11.68,0.59,24.44,29.93,20.13,86.24,1.58,384
27.16,57.69,18.63,1.51,0.6,52.93,22.28,20.92,34.35,2.19,111
39.81,74.34,17.9,42.83,0.72,33.31,27.47,28.4,55.64,4.62,158
206.25,424.65,30.62,4.31,0.55,120.3,5.76,23.68,23.22,2.46,500
116.4,245.41,25.57,13.85,0.12,128.24,15.93,23.91,61.89,0.61,393
92.02,156.72,82.65,5.29,0.92,46.88,23.35,22.52,62.6,6.0,356
260.83,350.47,55.08,25.59,3.42,15.4,21.55,32.16,79.64,6.37,500
62.62,92.01,80.93,21.03,0.4,17.79,37.04,24.01,68.96,5.52,252
133.74,181.87,42.8,22.97,1.34,19.89,16.21,24.74,42.78,2.4,373
140.12,205.96,39.19,16.04,0.97,14.54,11.86,21.58,99.48,2.39,397
178.71,298.34,10.26,19.34,0.9,40.19,36.54,30.03,51.52,5.56,484
24.42,34.34,7.76,7.01,1.49,12.65,36.51,39.32,5.0,0.62,92
62.31,90.36,6.85,27.34,0.17,31.55,18.83,31.26,48.01,1.18,174
82.35,140.1,22.62,9.83,1.51,37.38,18.75,31.28,63.48,0.28,275
176.87,284.08,47.95,4.51,0.62,30.69,12.16,33.84,63.5,2.52,500
89.51,154.04,15.2,9.82,1.31,136.65,19.94,23.98,79.51,2.4,319
140.32,236.61,12.37,8.24,0.38,37.86,6.83,25.86,34.92,0.62,419
22.46,42.22,45.3,10.56,0.31,32.56,33.96,14.08,69.93,2.11,123
52.11,111.7,12.48,4.42,1.25,70.38,6.79,30.56,48.84,5.39,195
155.67,217.48,69.19,20.18,2.64,42.25,17.53,26.99,9.87,5.81,498
57.4,79.75,11.03,5.51,2.36,75.35,22.77,22.59,65.15,1.84,232
66.08,136.62,47.81,13.44,1.39,26.29,24.72,28.23,36.95,2.03,261
175.09,307.41,31.15,15.62,2.22,53.02,17.65,39.71,52.99,0.98,485
32.62,64.92,2.39,15.12,1.31,43.42,15.88,27.3,60.28,0.92,112
39.29,58.7,13.43,16.04,2.18,26.67,2.79,28.38,7.41,2.72,112
20.29,41.51,49.69,4.34,0.86,19.7,31.34,39.69,77.82,2.74,137
179.51,382.62,6.7,17.93,2.32,48.1,5.48,35.23,40.76,3.24,500
126.5,236.79,18.78,3.47,0.7,111.02,14.32,33.24,43.97,1.83,386
124.42,173.61,7.0,2.28,0.14,101.51,5.3,39.95,61.78,0.19,320
